cino,date_of_decision,dt_regis,reg_year_date,case_age_days,case_age_months,case_age_years
DLSH010020702017,NA,29/03/2017,2020,1098,36.6 ,3.01 
DLSH010062202018,30/07/2019,18/09/2018,2015,315,10.5 ,0.86 
DLSH010004822015,NA,18/11/2015,2015,1595,53.2 ,4.37 
DLSH010053262019,NA,14/08/2019,2013,230,7.7 ,0.63 
DLSH010081012016,NA,14/12/2016,2015,1203,40.1 ,3.30 
DLSH010019962015,23/01/2020,16/07/2015,2014,1652,55.1 ,4.53 
DLSH010000292017,NA,02/01/2017,2019,1184,39.5 ,3.24 
DLSH010005042017,NA,21/01/2017,2017,1165,38.8 ,3.19 
DLSH010056652019,27/11/2019,28/08/2019,2019,91,3.0 ,0.25 
DLSH010077642019,NA,27/11/2019,2014,125,4.2 ,0.34 
DLSH010060802019,NA,13/09/2019,2013,200,6.7 ,0.55 
DLSH010011592014,NA,17/11/2014,2015,1961,65.4 ,5.37 
DLSH010006672020,NA,23/01/2020,2013,68,2.3 ,0.19 
DLSH010028022018,NA,04/05/2018,2014,697,23.2 ,1.91 
DLSH010061742018,NA,14/09/2018,2015,564,18.8 ,1.55 
DLSH010012612019,NA,22/02/2019,2015,403,13.4 ,1.10 
DLSH010076962019,NA,27/11/2019,2015,125,4.2 ,0.34 
DLSH010006882014,NA,31/10/2014,2019,1978,65.9 ,5.42 
DLSH010020982017,NA,01/04/2017,2013,1095,36.5 ,3.00 
DLSH010073262016,NA,03/11/2016,2013,1244,41.5 ,3.41 
DLSH010058302018,NA,10/09/2018,2015,568,18.9 ,1.56 
DLSH010024892017,21/11/2019,17/04/2017,2019,948,31.6 ,2.60 
DLSH010027642017,NA,29/04/2017,2013,1067,35.6 ,2.92 
DLSH010065692018,NA,28/09/2018,2015,550,18.3 ,1.51 
DLSH010027002018,NA,23/04/2018,2019,708,23.6 ,1.94 
DLSH010011532015,NA,13/10/2015,2014,1631,54.4 ,4.47 
DLSH010053332018,NA,10/08/2018,2019,599,20.0 ,1.64 
DLSH010007032016,NA,28/01/2016,2015,1524,50.8 ,4.18 
DLSH010036142019,NA,30/05/2019,2015,306,10.2 ,0.84 
DLSH010079952019,NA,09/12/2019,2014,113,3.8 ,0.31 
DLSH010064602019,NA,28/09/2019,2013,185,6.2 ,0.51 
DLSH010046512018,NA,13/07/2018,2014,627,20.9 ,1.72 
DLSH010000762020,NA,07/01/2020,2014,84,2.8 ,0.23 
DLSH010052622019,NA,09/08/2019,2014,235,7.8 ,0.64 
DLSH010033742017,NA,27/05/2017,2015,1039,34.6 ,2.85 
DLSH010070682018,NA,22/10/2018,2014,526,17.5 ,1.44 
DLSH010072002019,NA,01/11/2019,2013,151,5.0 ,0.41 
DLSH010000692019,NA,05/01/2019,2015,451,15.0 ,1.24 
DLSH010020242015,NA,06/05/2015,2015,1791,59.7 ,4.91 
DLSH010057022019,NA,29/08/2019,2015,215,7.2 ,0.59 
DLSH010021902018,NA,05/04/2018,2013,726,24.2 ,1.99 
DLSH010013222017,NA,23/02/2017,2015,1132,37.7 ,3.10 
DLSH010013592018,NA,27/02/2018,2013,763,25.4 ,2.09 
DLSH010030122016,25/01/2020,29/04/2016,2013,1366,45.5 ,3.74 
DLSH010075532017,NA,29/11/2017,2015,853,28.4 ,2.34 
DLSH010032922019,NA,17/05/2019,2019,319,10.6 ,0.87 
DLSH010058712018,NA,04/09/2018,2014,574,19.1 ,1.57 
DLSH010016352017,NA,09/03/2017,2014,1118,37.3 ,3.06 
DLSH010037472018,NA,31/05/2018,2017,670,22.3 ,1.84 
DLSH010054222018,NA,16/08/2018,2015,593,19.8 ,1.62 
DLSH010077502016,NA,25/11/2016,2013,1222,40.7 ,3.35 
DLSH010023902019,NA,10/04/2019,2013,356,11.9 ,0.98 
DLSH010019092015,21/11/2019,20/04/2015,2016,1676,55.9 ,4.59 
DLSH010036632019,NA,31/05/2019,2015,305,10.2 ,0.84 
DLSH010007262018,NA,07/02/2018,2013,783,26.1 ,2.15 
DLSH010007152014,03/03/2020,03/11/2014,2014,1947,64.9 ,5.33 
DLSH010027562018,NA,24/04/2018,2014,707,23.6 ,1.94 
DLSH010019482015,NA,03/09/2015,2015,1671,55.7 ,4.58 
DLSH010074452018,NA,03/11/2018,2014,514,17.1 ,1.41 
DLSH010006262019,NA,25/01/2019,2014,431,14.4 ,1.18 
DLSH010063792017,NA,06/10/2017,2013,907,30.2 ,2.48 
DLSH010015602016,NA,02/03/2016,2015,1490,49.7 ,4.08 
DLSH010018782015,NA,15/07/2015,2016,1721,57.4 ,4.72 
DLSH010069192016,NA,14/10/2016,2014,1264,42.1 ,3.46 
DLSH010051752019,NA,07/08/2019,2013,237,7.9 ,0.65 
DLSH010016072015,NA,28/08/2015,2015,1677,55.9 ,4.59 
DLSH010038812019,NA,07/06/2019,2014,298,9.9 ,0.82 
DLSH010016662015,NA,22/12/2015,2015,1561,52.0 ,4.28 
DLSH010004512019,NA,18/01/2019,2015,438,14.6 ,1.20 
DLSH010001542017,NA,07/01/2017,2014,1179,39.3 ,3.23 
DLSH010004872019,NA,19/01/2019,2015,437,14.6 ,1.20 
DLSH010050152016,NA,21/07/2016,2015,1349,45.0 ,3.70 
DLSH010010302020,NA,31/01/2020,2016,60,2.0 ,0.16 
DLSH010015612016,NA,02/03/2016,2015,1490,49.7 ,4.08 
DLSH010016462015,NA,07/04/2015,2019,1820,60.7 ,4.99 
DLSH010004142019,NA,16/01/2019,2015,440,14.7 ,1.21 
DLSH010021552018,16/12/2019,03/04/2018,2017,622,20.7 ,1.70 
DLSH010001732014,NA,02/09/2014,2013,2037,67.9 ,5.58 
DLSH010075752017,NA,29/11/2017,2013,853,28.4 ,2.34 
DLSH010022802016,NA,30/03/2016,2015,1462,48.7 ,4.01 
DLSH010009952018,NA,13/02/2018,2013,777,25.9 ,2.13 
DLSH010063592018,NA,20/09/2018,2016,558,18.6 ,1.53 
DLSH010041972018,NA,23/06/2018,2014,647,21.6 ,1.77 
DLSH010013602018,NA,27/02/2018,2017,763,25.4 ,2.09 
DLSH010008362015,NA,29/09/2015,2019,1645,54.8 ,4.51 
DLSH010044722018,NA,07/07/2018,2014,633,21.1 ,1.73 
DLSH010078942017,NA,14/12/2017,2013,838,27.9 ,2.30 
DLSH010029962018,NA,03/05/2018,2018,698,23.3 ,1.91 
DLSH010030042019,NA,03/05/2019,2014,333,11.1 ,0.91 
DLSH010068702017,NA,20/11/2017,2014,862,28.7 ,2.36 
DLSH010047492019,NA,24/07/2019,2014,251,8.4 ,0.69 
DLSH010030172018,NA,04/05/2018,2013,697,23.2 ,1.91 
DLSH010054392019,NA,20/08/2019,2019,224,7.5 ,0.61 
DLSH010046472018,20/02/2020,13/07/2018,2013,587,19.6 ,1.61 
DLSH010044502019,NA,15/07/2019,2014,260,8.7 ,0.71 
DLSH010070202018,NA,18/10/2018,2013,530,17.7 ,1.45 
DLSH010028652017,NA,01/05/2017,2013,1065,35.5 ,2.92 
DLSH010052502018,NA,07/08/2018,2013,602,20.1 ,1.65 
DLSH010061832019,NA,19/09/2019,2015,194,6.5 ,0.53 
DLSH010081312019,NA,17/12/2019,2013,105,3.5 ,0.29 
DLSH010078462019,NA,03/12/2019,2014,119,4.0 ,0.33 
DLSH010072052017,29/11/2019,21/11/2017,2018,738,24.6 ,2.02 
DLSH010041532017,NA,09/06/2017,2014,1026,34.2 ,2.81 
DLSH010083282018,NA,13/12/2018,2019,474,15.8 ,1.30 
DLSH010006932015,NA,30/11/2015,2014,1583,52.8 ,4.34 
DLSH010013102018,30/11/2019,27/02/2018,2014,641,21.4 ,1.76 
DLSH010009062014,26/09/2019,15/10/2014,2016,1807,60.2 ,4.95 
DLSH010047342017,NA,28/07/2017,2014,977,32.6 ,2.68 
DLSH010005602014,04/12/2019,30/01/2014,2013,2134,71.1 ,5.85 
DLSH010007542017,NA,02/02/2017,2013,1153,38.4 ,3.16 
DLSH010032492019,NA,15/05/2019,2016,321,10.7 ,0.88 
DLSH010070982017,NA,20/11/2017,2015,862,28.7 ,2.36 
DLSH010043492016,NA,25/06/2016,2013,1375,45.8 ,3.77 
DLSH010057062017,NA,04/09/2017,2019,939,31.3 ,2.57 
DLSH010000972019,11/07/2019,05/01/2019,2014,187,6.2 ,0.51 
DLSH010009002016,NA,03/02/2016,2015,1518,50.6 ,4.16 
DLSH010026432016,NA,12/04/2016,2019,1449,48.3 ,3.97 
DLSH010039802017,NA,16/06/2017,2015,1019,34.0 ,2.79 
DLSH010045412018,31/10/2018,11/07/2018,2013,112,3.7 ,0.31 
DLSH010024252019,NA,11/04/2019,2015,355,11.8 ,0.97 
DLSH010011412018,NA,20/02/2018,2015,770,25.7 ,2.11 
DLSH010070112019,NA,22/10/2019,2019,161,5.4 ,0.44 
DLSH010005992016,NA,27/01/2016,2015,1525,50.8 ,4.18 
DLSH010016462019,NA,12/03/2019,2015,385,12.8 ,1.05 
DLSH010011292014,NA,28/10/2014,2015,1981,66.0 ,5.43 
DLSH010069972016,NA,18/10/2016,2015,1260,42.0 ,3.45 
DLSH010042732018,NA,02/07/2018,2014,638,21.3 ,1.75 
DLSH010020002017,NA,27/03/2017,2013,1100,36.7 ,3.01 
DLSH010031062018,NA,07/05/2018,2016,694,23.1 ,1.90 
DLSH010030122018,NA,04/05/2018,2019,697,23.2 ,1.91 
DLSH010046882017,NA,22/07/2017,2016,983,32.8 ,2.69 
DLST010014232015,NA,23/07/2015,2014,1713,57.1 ,4.69 
DLSH010002102017,NA,10/01/2017,2015,1176,39.2 ,3.22 
DLSH010012552018,NA,24/02/2018,2014,766,25.5 ,2.10 
DLSH010046572019,NA,20/07/2019,2014,255,8.5 ,0.70 
DLSH010080172018,10/02/2020,01/12/2018,2016,436,14.5 ,1.19 
DLSH010046592019,NA,20/07/2019,2019,255,8.5 ,0.70 
DLSH010006872014,28/01/2020,30/01/2014,2014,2189,73.0 ,6.00 
DLSH010026092019,NA,16/04/2019,2019,350,11.7 ,0.96 
DLSH010028902019,NA,27/04/2019,2015,339,11.3 ,0.93 
DLSH010067872017,NA,25/10/2017,2013,888,29.6 ,2.43 
DLSH010075182018,NA,12/11/2018,2014,505,16.8 ,1.38 
DLSH010075452019,NA,22/11/2019,2013,130,4.3 ,0.36 
DLSH010000812017,NA,04/01/2017,2016,1182,39.4 ,3.24 
DLSH010080722018,NA,04/12/2018,2015,483,16.1 ,1.32 
DLSH010045552019,NA,18/07/2019,2013,257,8.6 ,0.70 
DLSH010048592017,NA,26/07/2017,2014,979,32.6 ,2.68 
DLSH010059272016,NA,27/08/2016,2014,1312,43.7 ,3.59 
DLSH010052812019,NA,13/08/2019,2019,231,7.7 ,0.63 
DLSH010015882020,NA,15/02/2020,2014,45,1.5 ,0.12 
DLSH010036102017,NA,06/06/2017,2014,1029,34.3 ,2.82 
DLSH010000762019,NA,05/01/2019,2018,451,15.0 ,1.24 
DLSH010011242014,11/11/2019,17/12/2014,2015,1790,59.7 ,4.90 
DLSH010039132018,NA,06/06/2018,2013,664,22.1 ,1.82 
DLSH010043672018,NA,04/07/2018,2017,636,21.2 ,1.74 
DLSH010081322019,NA,17/12/2019,2014,105,3.5 ,0.29 
DLSH010004292020,NA,16/01/2020,2013,75,2.5 ,0.21 
DLSH010023892019,NA,10/04/2019,2016,356,11.9 ,0.98 
DLSH010029492017,NA,04/05/2017,2014,1062,35.4 ,2.91 
DLSH010037142018,30/11/2019,31/05/2018,2014,548,18.3 ,1.50 
DLSH010027192019,NA,23/04/2019,2016,343,11.4 ,0.94 
DLSH010000882018,NA,04/01/2018,2014,817,27.2 ,2.24 
DLSH010001812018,NA,05/01/2018,2019,816,27.2 ,2.24 
DLSH010000952019,NA,05/01/2019,2015,451,15.0 ,1.24 
DLSH010032942019,NA,17/05/2019,2014,319,10.6 ,0.87 
DLSH010013812015,NA,15/07/2015,2014,1721,57.4 ,4.72 
DLSH010002062019,NA,09/01/2019,2018,447,14.9 ,1.22 
DLSH010069462019,NA,19/10/2019,2015,164,5.5 ,0.45 
DLSH010078452019,NA,03/12/2019,2019,119,4.0 ,0.33 
DLSH010052602019,NA,09/08/2019,2015,235,7.8 ,0.64 
DLSH010017112015,NA,20/01/2015,2018,1897,63.2 ,5.20 
DLSH010004122017,NA,17/01/2017,2017,1169,39.0 ,3.20 
DLSH010068632018,NA,10/10/2018,2014,538,17.9 ,1.47 
DLSH010005952017,NA,25/01/2017,2016,1161,38.7 ,3.18 
DLSH010036132019,NA,30/05/2019,2018,306,10.2 ,0.84 
DLSH010039012018,NA,06/06/2018,2015,664,22.1 ,1.82 
DLSH010049112016,NA,20/07/2016,2019,1350,45.0 ,3.70 
DLSH010043502016,NA,25/06/2016,2017,1375,45.8 ,3.77 
DLSH010057542019,23/12/2019,30/08/2019,2018,115,3.8 ,0.32 
DLSH010072842019,NA,08/11/2019,2015,144,4.8 ,0.39 
DLSH010055032019,NA,22/08/2019,2015,222,7.4 ,0.61 
DLNT010042212018,NA,04/05/2018,2016,697,23.2 ,1.91 
DLSH010084472016,NA,26/12/2016,2015,1191,39.7 ,3.26 
DLSH010053452019,21/10/2019,16/08/2019,2016,66,2.2 ,0.18 
DLSH010058602019,NA,04/09/2019,2019,209,7.0 ,0.57 
DLSH010083292018,NA,13/12/2018,2015,474,15.8 ,1.30 
DLSH010041542017,NA,09/06/2017,2015,1026,34.2 ,2.81 
DLSH010005932019,NA,24/01/2019,2015,432,14.4 ,1.18 
DLSH010031022016,NA,04/05/2016,2016,1427,47.6 ,3.91 
DLSH010058992016,NA,26/08/2016,2019,1313,43.8 ,3.60 
DLSH010054322018,NA,16/08/2018,2014,593,19.8 ,1.62 
DLSH010017922015,NA,13/07/2015,2014,1723,57.4 ,4.72 
DLSH010048932016,NA,19/07/2016,2019,1351,45.0 ,3.70 
DLSH010026442018,NA,19/04/2018,2016,712,23.7 ,1.95 
DLSH010001072014,11/10/2019,12/05/2014,2016,1978,65.9 ,5.42 
DLSH010053952017,NA,20/11/2017,2015,862,28.7 ,2.36 
DLSH010059672018,NA,07/09/2018,2016,571,19.0 ,1.56 
DLSH010009502020,NA,29/01/2020,2017,62,2.1 ,0.17 
DLSH010030052019,NA,03/05/2019,2019,333,11.1 ,0.91 
DLSH010083972018,NA,15/12/2018,2014,472,15.7 ,1.29 
DLSH010029072017,NA,02/05/2017,2016,1064,35.5 ,2.92 
DLSH010028552017,NA,29/04/2017,2016,1067,35.6 ,2.92 
DLSH010042682019,NA,06/07/2019,2014,269,9.0 ,0.74 
DLSH010010852018,NA,17/02/2018,2016,773,25.8 ,2.12 
DLSH010017342018,NA,19/03/2018,2016,743,24.8 ,2.04 
DLSH010053822018,NA,14/08/2018,2018,595,19.8 ,1.63 
DLSH010000902019,NA,05/01/2019,2015,451,15.0 ,1.24 
DLSH010014012015,NA,28/11/2015,2014,1585,52.8 ,4.34 
DLSH010051772019,NA,07/08/2019,2016,237,7.9 ,0.65 
DLSH010078762019,05/12/2019,05/12/2019,2015,0,0.0 ,0.00 
DLSH010045572019,NA,18/07/2019,2020,257,8.6 ,0.70 
DLSH010018582018,NA,23/03/2018,2019,739,24.6 ,2.02 
DLSH010049972017,NA,05/08/2017,2016,969,32.3 ,2.65 
DLSH010002172019,NA,10/01/2019,2019,446,14.9 ,1.22 
DLSH010008912018,NA,07/02/2018,2018,783,26.1 ,2.15 
DLSH010012022015,NA,03/11/2015,2018,1610,53.7 ,4.41 
DLSH010074092017,NA,22/11/2017,2015,860,28.7 ,2.36 
DLSH010040422018,NA,02/07/2018,2015,638,21.3 ,1.75 
DLSH010069472019,NA,19/10/2019,2017,164,5.5 ,0.45 
DLSH010011242019,NA,18/02/2019,2020,407,13.6 ,1.12 
DLSH010049982018,02/08/2018,27/07/2018,2014,6,0.2 ,0.02 
DLSH010025942017,NA,20/04/2017,2015,1076,35.9 ,2.95 
DLSH010053242019,NA,14/08/2019,2020,230,7.7 ,0.63 
DLSH010052592019,NA,09/08/2019,2014,235,7.8 ,0.64 
DLSH010073632017,NA,21/11/2017,2015,861,28.7 ,2.36 
DLSH010000982019,NA,05/01/2019,2018,451,15.0 ,1.24 
DLSH010027062016,NA,18/04/2016,2016,1443,48.1 ,3.95 
DLSH010057062016,NA,17/08/2016,2020,1322,44.1 ,3.62 
DLSH010018552019,NA,20/03/2019,2020,377,12.6 ,1.03 
DLSH010043952019,28/02/2020,11/07/2019,2015,232,7.7 ,0.64 
DLSH010070172018,22/10/2019,18/10/2018,2020,369,12.3 ,1.01 
DLSH010058582019,NA,04/09/2019,2014,209,7.0 ,0.57 
DLSH010055022019,NA,22/08/2019,2015,222,7.4 ,0.61 
DLSH010076272019,NA,25/11/2019,2017,127,4.2 ,0.35 
DLSH010050122019,NA,31/07/2019,2020,244,8.1 ,0.67 
DLSH010069742019,NA,21/10/2019,2020,162,5.4 ,0.44 
DLSH010074442018,NA,03/11/2018,2019,514,17.1 ,1.41 
DLSH010030772017,28/11/2019,11/05/2017,2016,931,31.0 ,2.55 
DLSH010077632019,NA,28/11/2019,2018,124,4.1 ,0.34 
DLSH010070462019,NA,23/10/2019,2015,160,5.3 ,0.44 
DLSH010020262018,22/11/2019,27/03/2018,2020,605,20.2 ,1.66 
DLSH010077112016,NA,23/11/2016,2020,1224,40.8 ,3.35 
DLSH010045152017,NA,14/07/2017,2018,991,33.0 ,2.72 
DLSH010012812015,NA,28/10/2015,2018,1616,53.9 ,4.43 
DLSH010014172015,NA,04/12/2015,2017,1579,52.6 ,4.33 
DLSH010060402018,NA,11/09/2018,2020,567,18.9 ,1.55 
DLSH010048922018,NA,25/07/2018,2020,615,20.5 ,1.68 
DLSH010006252017,24/12/2019,27/01/2017,2016,1061,35.4 ,2.91 
DLSH010023702016,NA,02/04/2016,2018,1459,48.6 ,4.00 
DLSH010035372016,NA,23/05/2016,2015,1408,46.9 ,3.86 
DLSH010043662018,NA,04/07/2018,2015,636,21.2 ,1.74 
DLSH010008232019,NA,04/02/2019,2015,421,14.0 ,1.15 
DLSH010026432018,NA,19/04/2018,2018,712,23.7 ,1.95 
DLSH010026772016,NA,18/04/2016,2018,1443,48.1 ,3.95 
DLSH010000732018,NA,03/01/2018,2019,818,27.3 ,2.24 
DLSH010076462018,NA,16/11/2018,2015,501,16.7 ,1.37 
DLSH010060382018,NA,11/09/2018,2015,567,18.9 ,1.55 
DLSH010056642018,NA,25/08/2018,2015,584,19.5 ,1.60 
DLSH010047442019,NA,24/07/2019,2017,251,8.4 ,0.69 
DLST010052332018,NA,08/08/2018,2016,601,20.0 ,1.65 
DLST010061102018,NA,14/09/2018,2018,564,18.8 ,1.55 
DLST010000192017,19/03/2019,19/12/2016,2019,820,27.3 ,2.25 
DLST010046202017,20/09/2017,04/07/2017,2015,78,2.6 ,0.21 
DLST010009082014,NA,30/05/2015,2015,1767,58.9 ,4.84 
DLST010050952018,NA,01/08/2018,2018,608,20.3 ,1.67 
DLST010075692017,31/01/2020,18/09/2017,2014,865,28.8 ,2.37 
DLST010023602019,NA,12/04/2019,2015,354,11.8 ,0.97 
DLST010004102013,NA,09/10/2013,2015,2365,78.8 ,6.48 
DLST010004722015,NA,26/05/2015,2018,1771,59.0 ,4.85 
DLST010021772015,NA,30/09/2015,2017,1644,54.8 ,4.50 
DLST010001422013,NA,22/05/2015,2019,1775,59.2 ,4.86 
DLST010065502016,NA,18/11/2016,2014,1229,41.0 ,3.37 
DLST010080122018,NA,03/12/2018,2015,484,16.1 ,1.33 
DLST010004472019,NA,17/01/2019,2019,439,14.6 ,1.20 
DLST010090312017,NA,16/11/2017,2019,866,28.9 ,2.37 
DLST010005962014,NA,17/07/2015,2018,1719,57.3 ,4.71 
DLST010079522017,NA,10/10/2017,2015,903,30.1 ,2.47 
DLST010024032015,NA,30/10/2015,2019,1614,53.8 ,4.42 
DLST010006392013,31/10/2019,27/05/2015,2016,1618,53.9 ,4.43 
DLST010052502019,NA,01/08/2019,2017,243,8.1 ,0.67 
DLST010006412018,NA,29/01/2018,2016,792,26.4 ,2.17 
DLST010036392016,NA,21/07/2016,2018,1349,45.0 ,3.70 
DLST010003592013,26/02/2020,21/07/2015,2018,1681,56.0 ,4.61 
DLST010083322019,NA,18/12/2019,2019,104,3.5 ,0.28 
DLST010080742017,15/11/2019,17/10/2017,2015,759,25.3 ,2.08 
DLST010081352017,NA,14/10/2017,2015,899,30.0 ,2.46 
DLST010089052017,NA,14/11/2017,2019,868,28.9 ,2.38 
DLST010018512016,NA,03/06/2016,2019,1397,46.6 ,3.83 
DLST010049392019,NA,23/07/2019,2017,252,8.4 ,0.69 
DLST010014582016,NA,06/02/2016,2017,1515,50.5 ,4.15 
DLST010002342020,NA,10/01/2020,2016,81,2.7 ,0.22 
DLST010000162017,NA,03/01/2017,2016,1183,39.4 ,3.24 
DLST010022652016,NA,09/07/2016,2017,1361,45.4 ,3.73 
DLST010006542016,NA,03/05/2016,2016,1428,47.6 ,3.91 
DLST010052482016,NA,27/09/2016,2016,1281,42.7 ,3.51 
DLST010032652018,NA,11/05/2018,2016,690,23.0 ,1.89 
DLST010036382016,NA,09/07/2016,2016,1361,45.4 ,3.73 
DLST010060692019,NA,17/09/2019,2016,196,6.5 ,0.54 
DLST010049192019,NA,23/07/2019,2016,252,8.4 ,0.69 
DLST010022432016,NA,09/07/2016,2016,1361,45.4 ,3.73 
DLST010006302014,NA,30/05/2015,2016,1767,58.9 ,4.84 
DLST010006602015,NA,29/05/2015,2016,1768,58.9 ,4.84 
DLST010029092017,NA,17/04/2017,2019,1079,36.0 ,2.96 
DLST010035822019,NA,25/05/2019,2016,311,10.4 ,0.85 
DLST010074932018,11/01/2019,16/11/2018,2018,56,1.9 ,0.15 
DLST010008742019,NA,05/02/2019,2018,420,14.0 ,1.15 
DLNT010060712017,NA,15/05/2017,2018,1051,35.0 ,2.88 
DLST010073312018,NA,02/11/2018,2016,515,17.2 ,1.41 
DLST010024972019,NA,12/04/2019,2015,354,11.8 ,0.97 
DLST010006692015,NA,18/07/2015,2019,1718,57.3 ,4.71 
DLST010045312018,NA,09/07/2018,2017,631,21.0 ,1.73 
DLST010007832014,16/12/2019,30/05/2015,2015,1661,55.4 ,4.55 
DLST010077332018,NA,04/12/2018,2015,483,16.1 ,1.32 
DLST010058492018,NA,25/10/2018,2016,523,17.4 ,1.43 
DLST010063272018,NA,24/09/2018,2017,554,18.5 ,1.52 
DLST010021522019,NA,29/03/2019,2018,368,12.3 ,1.01 
DLST010004832013,NA,07/07/2015,2016,1729,57.6 ,4.74 
DLST010023772019,NA,10/04/2019,2016,356,11.9 ,0.98 
DLST010002322013,NA,24/09/2013,2016,2380,79.3 ,6.52 
DLST010044552016,NA,19/09/2016,2015,1289,43.0 ,3.53 
DLST010075622017,02/11/2017,18/09/2017,2019,45,1.5 ,0.12 
DLST010042202018,20/09/2018,03/07/2018,2015,79,2.6 ,0.22 
DLST010000142014,NA,21/07/2015,2016,1715,57.2 ,4.70 
DLST010011482019,NA,19/02/2019,2016,406,13.5 ,1.11 
DLST010051202019,NA,06/09/2019,2015,207,6.9 ,0.57 
DLST010019772015,NA,21/07/2015,2019,1715,57.2 ,4.70 
DLST010080522017,NA,13/10/2017,2016,900,30.0 ,2.47 
DLST010004282014,NA,20/05/2015,2015,1777,59.2 ,4.87 
DLST010011012015,NA,01/06/2015,2015,1765,58.8 ,4.84 
DLST010086112019,NA,17/12/2019,2015,105,3.5 ,0.29 
DLST010071402018,NA,26/10/2018,2016,522,17.4 ,1.43 
DLST010001282013,NA,28/05/2015,2019,1769,59.0 ,4.85 
DLST010008032015,NA,02/12/2015,2015,1581,52.7 ,4.33 
DLST010007212015,NA,16/04/2015,2015,1811,60.4 ,4.96 
DLST010006212015,NA,10/12/2015,2013,1573,52.4 ,4.31 
DLST010089602017,NA,14/11/2017,2015,868,28.9 ,2.38 
DLST010011192015,13/02/2020,09/07/2015,2018,1680,56.0 ,4.60 
DLST010075912017,NA,20/09/2017,2016,923,30.8 ,2.53 
DLST010071052018,NA,26/10/2018,2016,522,17.4 ,1.43 
DLST010072342016,NA,10/11/2016,2014,1237,41.2 ,3.39 
DLST010001932014,25/01/2020,26/05/2015,2015,1705,56.8 ,4.67 
DLST010070822017,NA,31/08/2017,2017,943,31.4 ,2.58 
DLST010010532014,NA,25/05/2015,2019,1772,59.1 ,4.85 
DLST010009302014,25/01/2020,27/05/2015,2018,1704,56.8 ,4.67 
DLST010080992017,NA,17/10/2017,2018,896,29.9 ,2.45 
DLST010026602019,NA,27/04/2019,2019,339,11.3 ,0.93 
DLST010053772019,NA,16/08/2019,2016,228,7.6 ,0.62 
DLST010039502018,NA,05/06/2018,2018,665,22.2 ,1.82 
DLST010037842018,NA,28/05/2018,2016,673,22.4 ,1.84 
DLST010060352018,NA,20/09/2018,2018,558,18.6 ,1.53 
DLST010035062016,NA,17/08/2016,2019,1322,44.1 ,3.62 
DLST010029862017,NA,21/04/2017,2016,1075,35.8 ,2.95 
DLST010078732017,14/03/2018,03/10/2017,2017,162,5.4 ,0.44 
DLST010067372018,NA,10/10/2018,2017,538,17.9 ,1.47 
DLST010051362019,09/01/2020,30/07/2019,2016,163,5.4 ,0.45 
DLST010064042016,NA,16/11/2016,2018,1231,41.0 ,3.37 
DLST010026172015,NA,03/08/2015,2019,1702,56.7 ,4.66 
DLST010089592017,NA,17/11/2017,2017,865,28.8 ,2.37 
DLST010072402019,NA,30/10/2019,2017,153,5.1 ,0.42 
DLST010077502017,04/05/2018,09/10/2017,2015,207,6.9 ,0.57 
DLST010043192017,25/09/2019,09/06/2017,2013,838,27.9 ,2.30 
DLST010005362020,NA,17/01/2020,2016,74,2.5 ,0.20 
DLST010071872019,NA,17/10/2019,2019,166,5.5 ,0.45 
DLST010008952016,NA,28/03/2016,2019,1464,48.8 ,4.01 
DLST010002662015,NA,01/07/2015,2016,1735,57.8 ,4.75 
DLST010020692019,27/07/2019,29/03/2019,2019,120,4.0 ,0.33 
DLST010057252016,NA,19/10/2016,2016,1259,42.0 ,3.45 
DLST010005292019,NA,19/01/2019,2017,437,14.6 ,1.20 
DLST010025502015,NA,09/12/2015,2019,1574,52.5 ,4.31 
DLST010086092017,17/02/2020,11/12/2017,2019,798,26.6 ,2.19 
DLST010080532017,NA,17/10/2017,2016,896,29.9 ,2.45 
DLST010097452017,NA,19/12/2017,2014,833,27.8 ,2.28 
DLST010006202020,NA,25/01/2020,2019,66,2.2 ,0.18 
DLST010080312019,NA,09/12/2019,2017,113,3.8 ,0.31 
DLST010020772017,NA,14/03/2017,2019,1113,37.1 ,3.05 
DLST010087872019,NA,24/12/2019,2017,98,3.3 ,0.27 
DLST010048932018,NA,24/07/2018,2018,616,20.5 ,1.69 
DLST010023942015,NA,21/07/2015,2018,1715,57.2 ,4.70 
DLST010054102018,NA,16/08/2018,2016,593,19.8 ,1.62 
DLST010001472013,10/02/2020,28/05/2015,2017,1719,57.3 ,4.71 
DLST010009082015,NA,28/05/2015,2019,1769,59.0 ,4.85 
DLST010003582014,NA,27/07/2015,2017,1709,57.0 ,4.68 
DLST010054112018,NA,16/08/2018,2019,593,19.8 ,1.62 
DLST010029422017,NA,21/04/2017,2017,1075,35.8 ,2.95 
DLST010009202014,NA,06/07/2015,2019,1730,57.7 ,4.74 
DLST010018922019,NA,29/03/2019,2017,368,12.3 ,1.01 
DLST010000992013,NA,23/05/2015,2019,1774,59.1 ,4.86 
DLST010072492019,NA,19/10/2019,2015,164,5.5 ,0.45 
DLST010054732018,NA,18/08/2018,2018,591,19.7 ,1.62 
DLST010014012019,11/02/2020,26/02/2019,2018,350,11.7 ,0.96 
DLST010015352015,NA,03/08/2015,2014,1702,56.7 ,4.66 
DLST010002492013,NA,21/07/2015,2013,1715,57.2 ,4.70 
