cino,date_of_decision,dt_regis,reg_year_date,case_age_days,case_age_months,case_age_years
HRPK010047452018,NA,22/11/2018,2019,495,16.5 ,1.36 
HRPK010016102017,NA,07/04/2017,2019,1089,36.3 ,2.98 
HRPK010019512018,NA,02/05/2018,2019,699,23.3 ,1.92 
HRPK010009822015,10/04/2015,03/04/2015,2020,7,0.2 ,0.02 
HRPK010014062017,07/02/2019,23/03/2017,2014,686,22.9 ,1.88 
HRPK010029452017,29/09/2018,14/07/2017,2018,442,14.7 ,1.21 
HRPK010034022017,NA,18/08/2017,2015,956,31.9 ,2.62 
HRPK010019572016,21/08/2018,12/07/2016,2018,770,25.7 ,2.11 
HRPK010044092017,30/05/2019,31/10/2017,2015,576,19.2 ,1.58 
HRPK010024142019,11/10/2019,06/04/2019,2019,188,6.3 ,0.52 
HRPK010036312018,NA,05/09/2018,2015,573,19.1 ,1.57 
HRPK010034912016,18/03/2017,22/11/2016,2019,116,3.9 ,0.32 
HRPK010000432019,30/09/2019,02/01/2019,2020,271,9.0 ,0.74 
HRPK010003602018,NA,22/01/2018,2015,799,26.6 ,2.19 
HRPK010008232018,05/03/2019,26/02/2018,2018,372,12.4 ,1.02 
HRPK010026032018,13/11/2019,14/06/2018,2020,517,17.2 ,1.42 
HRPK010014222019,NA,24/01/2019,2020,432,14.4 ,1.18 
HRPK010030192019,NA,10/05/2019,2020,326,10.9 ,0.89 
HRPK010049472018,NA,05/12/2018,2020,482,16.1 ,1.32 
HRPK010031292018,27/02/2019,30/07/2018,2016,212,7.1 ,0.58 
HRPK010020752019,NA,14/03/2019,2020,383,12.8 ,1.05 
HRPK010030222019,20/05/2019,10/05/2019,2015,10,0.3 ,0.03 
HRPK010038982016,15/09/2017,16/12/2016,2015,273,9.1 ,0.75 
HRPK010043542019,NA,13/08/2019,2016,231,7.7 ,0.63 
HRPK010022012017,NA,12/05/2017,2016,1054,35.1 ,2.89 
HRPK010048452017,06/02/2020,15/11/2017,2019,813,27.1 ,2.23 
HRPK010035102016,04/01/2017,23/11/2016,2015,42,1.4 ,0.12 
HRPK010032872018,24/01/2020,07/08/2018,2015,535,17.8 ,1.47 
HRPK010035532017,30/05/2019,30/08/2017,2016,638,21.3 ,1.75 
HRPK010054462017,31/07/2018,14/12/2017,2016,229,7.6 ,0.63 
HRPK010054162019,NA,23/10/2019,2020,160,5.3 ,0.44 
HRPK010010742017,04/01/2020,07/03/2017,2020,1033,34.4 ,2.83 
HRPK010046682019,NA,02/09/2019,2020,211,7.0 ,0.58 
HRPK010039222018,NA,21/09/2018,2016,557,18.6 ,1.53 
HRPK010050932018,NA,17/12/2018,2014,470,15.7 ,1.29 
HRPK010021032019,NA,15/03/2019,2018,382,12.7 ,1.05 
HRPK010036102016,15/11/2018,18/11/2016,2019,727,24.2 ,1.99 
HRPK010036712018,NA,07/09/2018,2015,571,19.0 ,1.56 
HRPK010029812016,05/03/2020,30/09/2016,2016,1252,41.7 ,3.43 
HRPK010021732018,04/02/2019,16/05/2018,2017,264,8.8 ,0.72 
HRPK010032512017,31/08/2019,05/08/2017,2020,756,25.2 ,2.07 
HRPK010014972018,27/11/2018,06/04/2018,2015,235,7.8 ,0.64 
HRPK010029622018,24/05/2019,20/07/2018,2017,308,10.3 ,0.84 
HRPK010027802015,25/02/2016,23/09/2015,2020,155,5.2 ,0.42 
HRPK010030212019,NA,10/05/2019,2017,326,10.9 ,0.89 
HRPK010023822015,15/10/2015,18/08/2015,2015,58,1.9 ,0.16 
HRPK010015552018,06/06/2018,11/04/2018,2015,56,1.9 ,0.15 
HRPK010003662017,09/05/2017,20/01/2017,2018,109,3.6 ,0.30 
HRPK010022782018,17/05/2019,22/05/2018,2019,360,12.0 ,0.99 
HRPK010035502017,NA,29/08/2017,2016,945,31.5 ,2.59 
HRPK010035452019,NA,18/06/2019,2018,287,9.6 ,0.79 
HRPK010023292015,10/03/2016,13/08/2015,2018,210,7.0 ,0.58 
HRPK010004442018,NA,25/01/2018,2018,796,26.5 ,2.18 
HRBH010085172019,NA,05/11/2019,2018,147,4.9 ,0.40 
HRBH010004612020,NA,20/01/2020,2015,71,2.4 ,0.19 
HRBH010090522019,NA,29/11/2019,2015,123,4.1 ,0.34 
HRBH010085492019,NA,06/11/2019,2018,146,4.9 ,0.40 
HRBH010028482020,NA,18/03/2020,2017,13,0.4 ,0.04 
HRBH010080862019,13/03/2020,10/10/2019,2017,155,5.2 ,0.42 
HRBH010027142020,NA,13/03/2020,2019,18,0.6 ,0.05 
HRBH010102932019,NA,19/12/2019,2017,103,3.4 ,0.28 
HRBH010000242020,NA,03/01/2020,2017,88,2.9 ,0.24 
HRBH010082702019,16/03/2020,19/10/2019,2018,149,5.0 ,0.41 
HRBH010078062019,NA,01/10/2019,2018,182,6.1 ,0.50 
HRBH010084822019,NA,02/11/2019,2018,150,5.0 ,0.41 
HRBH010006712020,NA,29/01/2020,2019,62,2.1 ,0.17 
HRBH010029052020,NA,20/03/2020,2019,11,0.4 ,0.03 
HRBH010028872020,NA,20/03/2020,2017,11,0.4 ,0.03 
HRBH010029042020,NA,20/03/2020,2019,11,0.4 ,0.03 
HRBH010086472019,NA,13/11/2019,2019,139,4.6 ,0.38 
HRBH010090512019,07/03/2020,29/11/2019,2017,99,3.3 ,0.27 
HRBH010081242019,04/02/2020,14/10/2019,2017,113,3.8 ,0.31 
HRBH010047672018,NA,26/04/2018,2019,705,23.5 ,1.93 
HRBH010104062019,03/03/2020,21/12/2019,2019,73,2.4 ,0.20 
HRBH010007792020,NA,03/02/2020,2017,57,1.9 ,0.16 
HRBH010086892019,NA,14/11/2019,2019,138,4.6 ,0.38 
HRBH010077282019,NA,26/09/2019,2019,187,6.2 ,0.51 
HRBH010007802020,NA,03/02/2020,2018,57,1.9 ,0.16 
HRBH010084522019,NA,01/11/2019,2018,151,5.0 ,0.41 
HRBH010020622020,NA,11/02/2020,2019,49,1.6 ,0.13 
HRBH010026622020,NA,09/03/2020,2019,22,0.7 ,0.06 
HRBH010089302019,NA,25/11/2019,2019,127,4.2 ,0.35 
HRBH010019722020,NA,06/02/2020,2019,54,1.8 ,0.15 
HRBH010020632020,NA,11/02/2020,2019,49,1.6 ,0.13 
HRBH010021972020,NA,15/02/2020,2017,45,1.5 ,0.12 
HRBH010085502019,NA,06/11/2019,2019,146,4.9 ,0.40 
HRBH010020342020,NA,10/02/2020,2019,50,1.7 ,0.14 
HRBH010001272020,NA,07/01/2020,2018,84,2.8 ,0.23 
HRBH010082642019,NA,19/10/2019,2018,164,5.5 ,0.45 
HRBH010020002020,NA,07/02/2020,2018,53,1.8 ,0.15 
HRPP010088092019,NA,09/09/2019,2018,204,6.8 ,0.56 
HRPP010018412018,17/12/2018,02/04/2018,2017,259,8.6 ,0.71 
HRPP010075712019,NA,23/07/2019,2019,252,8.4 ,0.69 
HRPP010026992015,11/12/2015,16/06/2015,2019,178,5.9 ,0.49 
HRPP010000362016,05/09/2016,04/01/2016,2017,245,8.2 ,0.67 
HRPP010005282016,30/10/2017,09/02/2016,2018,629,21.0 ,1.72 
HRPP010047792019,18/01/2020,29/03/2019,2019,295,9.8 ,0.81 
HRPP010001882018,01/02/2019,10/01/2018,2017,387,12.9 ,1.06 
HRPP010083082019,NA,21/08/2019,2019,223,7.4 ,0.61 
HRPP010013922016,11/07/2017,18/04/2016,2017,449,15.0 ,1.23 
HRPP010038052019,NA,14/02/2019,2019,411,13.7 ,1.13 
HRPP010045052015,26/07/2017,02/11/2015,2018,632,21.1 ,1.73 
HRPP010032572017,19/02/2018,12/07/2017,2018,222,7.4 ,0.61 
HRPP010081822019,NA,17/08/2019,2017,227,7.6 ,0.62 
HRPP010041212017,22/01/2019,28/08/2017,2017,512,17.1 ,1.40 
HRPP010000582016,14/03/2016,04/01/2016,2019,70,2.3 ,0.19 
HRPP010032782017,06/07/2018,13/07/2017,2017,358,11.9 ,0.98 
HRPP010012162016,14/07/2017,01/04/2016,2018,469,15.6 ,1.28 
HRPP010111202019,NA,10/12/2019,2019,112,3.7 ,0.31 
HRPP010072212019,10/09/2019,11/07/2019,2019,61,2.0 ,0.17 
HRPP010009442020,NA,04/02/2020,2019,56,1.9 ,0.15 
HRPP010008922016,29/04/2016,03/03/2016,2018,57,1.9 ,0.16 
HRPP010052152019,01/08/2019,19/04/2019,2018,104,3.5 ,0.28 
HRPP010033062016,10/01/2017,24/08/2016,2018,139,4.6 ,0.38 
HRPP010094332019,NA,01/10/2019,2018,182,6.1 ,0.50 
HRPP010017332016,09/02/2018,16/05/2016,2019,634,21.1 ,1.74 
HRPP010029642015,03/09/2015,10/07/2015,2019,55,1.8 ,0.15 
HRPP010017142016,31/01/2017,11/05/2016,2018,265,8.8 ,0.73 
HRPP010069712019,NA,02/07/2019,2019,273,9.1 ,0.75 
HRPP010066802019,NA,03/06/2019,2019,302,10.1 ,0.83 
HRPP010018422018,11/12/2018,02/04/2018,2019,253,8.4 ,0.69 
HRPP010057442017,04/12/2019,28/11/2017,2018,736,24.5 ,2.02 
HRPP010031862016,26/03/2018,16/08/2016,2019,587,19.6 ,1.61 
HRPP010079552019,NA,07/08/2019,2019,237,7.9 ,0.65 
HRPP010046002017,04/10/2018,22/09/2017,2019,377,12.6 ,1.03 
HRPP010023662016,10/01/2018,05/07/2016,2019,554,18.5 ,1.52 
HRPP010025102017,18/10/2018,22/05/2017,2019,514,17.1 ,1.41 
HRPP010057972017,03/07/2018,29/11/2017,2019,216,7.2 ,0.59 
HRPP010011262020,NA,12/02/2020,2019,48,1.6 ,0.13 
HRPP010033712016,22/02/2017,29/08/2016,2019,177,5.9 ,0.48 
HRPP010004232016,10/02/2016,03/02/2016,2019,7,0.2 ,0.02 
HRPP010038872018,17/01/2020,21/07/2018,2019,545,18.2 ,1.49 
HRPP010029102016,31/03/2018,01/08/2016,2019,607,20.2 ,1.66 
HRPP010035042016,08/08/2017,02/09/2016,2019,340,11.3 ,0.93 
HRPP010009082017,NA,23/02/2017,2018,1132,37.7 ,3.10 
HRPP010054102019,NA,25/04/2019,2019,341,11.4 ,0.93 
HRPP010012242016,15/12/2016,02/04/2016,2019,257,8.6 ,0.70 
HRPP010058252017,16/03/2019,30/11/2017,2019,471,15.7 ,1.29 
HRPP010110822019,NA,09/12/2019,2019,113,3.8 ,0.31 
HRPP010013402016,11/08/2016,12/04/2016,2019,121,4.0 ,0.33 
HRPP010099562019,NA,19/10/2019,2019,164,5.5 ,0.45 
HRPP010073042018,NA,20/12/2018,2019,467,15.6 ,1.28 
HRPP010026052017,07/03/2019,25/05/2017,2019,651,21.7 ,1.78 
HRPP010012742017,10/01/2019,17/03/2017,2019,664,22.1 ,1.82 
HRPP010073542019,NA,16/07/2019,2019,259,8.6 ,0.71 
HRPP010032192017,10/12/2018,11/07/2017,2018,517,17.2 ,1.42 
HRPP010053132016,02/11/2018,16/12/2016,2018,686,22.9 ,1.88 
HRPP010094502019,NA,01/10/2019,2018,182,6.1 ,0.50 
HRPP010113222019,NA,17/12/2019,2018,105,3.5 ,0.29 
HRPP010090992019,04/02/2020,19/09/2019,2018,138,4.6 ,0.38 
HRPP010029662016,30/09/2016,03/08/2016,2018,58,1.9 ,0.16 
HRPP010028362017,11/01/2019,07/06/2017,2014,583,19.4 ,1.60 
HRPP010052772016,29/11/2018,14/12/2016,2015,715,23.8 ,1.96 
HRPP010039262017,11/04/2019,17/08/2017,2020,602,20.1 ,1.65 
HRPP010014232016,27/07/2016,19/04/2016,2020,99,3.3 ,0.27 
HRPP010047892016,24/04/2017,15/11/2016,2016,160,5.3 ,0.44 
HRPP010030612019,12/12/2019,19/01/2019,2016,327,10.9 ,0.90 
HRPP010023442016,13/07/2018,05/07/2016,2016,738,24.6 ,2.02 
HRPP010033272017,04/04/2019,15/07/2017,2016,628,20.9 ,1.72 
HRPP010016422016,NA,05/05/2016,2016,1426,47.5 ,3.91 
HRPP010051002017,29/05/2018,23/10/2017,2016,218,7.3 ,0.60 
HRPP010016852017,23/05/2018,06/04/2017,2016,412,13.7 ,1.13 
HRPP010046742015,12/05/2016,17/11/2015,2017,177,5.9 ,0.48 
HRPP010023592017,19/12/2017,11/05/2017,2017,222,7.4 ,0.61 
HRPP010034042019,NA,31/01/2019,2017,425,14.2 ,1.16 
HRPP010030652019,26/08/2019,19/01/2019,2017,219,7.3 ,0.60 
HRPP010004462018,NA,24/01/2018,2017,797,26.6 ,2.18 
HRPP010026482016,17/03/2018,20/07/2016,2017,605,20.2 ,1.66 
HRPP010085342019,NA,29/08/2019,2017,215,7.2 ,0.59 
HRPP010034192018,09/04/2019,02/07/2018,2017,281,9.4 ,0.77 
HRPP010012362016,22/09/2016,04/04/2016,2017,171,5.7 ,0.47 
HRPP010004132016,29/10/2016,01/02/2016,2017,271,9.0 ,0.74 
HRPP010024322018,NA,03/05/2018,2017,698,23.3 ,1.91 
HRPP010005322016,28/03/2016,08/02/2016,2017,49,1.6 ,0.13 
HRPP010045512017,12/12/2019,20/09/2017,2017,813,27.1 ,2.23 
HRPP010021092017,03/04/2018,01/05/2017,2017,337,11.2 ,0.92 
HRPP010057452017,05/02/2018,28/11/2017,2017,69,2.3 ,0.19 
HRPP010044652019,NA,14/03/2019,2017,383,12.8 ,1.05 
HRPP010053082019,NA,22/04/2019,2018,344,11.5 ,0.94 
HRPP010026272017,15/11/2019,26/05/2017,2018,903,30.1 ,2.47 
HRPP010050912019,NA,11/04/2019,2018,355,11.8 ,0.97 
HRPP010015472015,12/02/2016,31/03/2015,2018,318,10.6 ,0.87 
HRPP010001952020,NA,07/01/2020,2018,84,2.8 ,0.23 
HRPP010059232019,NA,08/05/2019,2018,328,10.9 ,0.90 
HRPP010025092017,09/01/2018,22/05/2017,2018,232,7.7 ,0.64 
HRPP010013712020,NA,20/02/2020,2018,40,1.3 ,0.11 
HRPP010044632018,23/10/2019,14/08/2018,2018,435,14.5 ,1.19 
HRPP010035542018,04/11/2019,07/07/2018,2018,485,16.2 ,1.33 
HRPP010009342020,NA,04/02/2020,2018,56,1.9 ,0.15 
HRPP010081132019,NA,14/08/2019,2018,230,7.7 ,0.63 
HRPP010067342018,08/08/2019,28/11/2018,2018,253,8.4 ,0.69 
HRPP010030692017,18/05/2019,04/07/2017,2018,683,22.8 ,1.87 
HRPP010072772018,NA,20/12/2018,2018,467,15.6 ,1.28 
HRPP010047012016,27/08/2018,09/11/2016,2018,656,21.9 ,1.80 
HRPP010086942019,NA,04/09/2019,2018,209,7.0 ,0.57 
HRPP010020622016,16/11/2017,02/06/2016,2018,532,17.7 ,1.46 
HRPP010064732019,NA,27/05/2019,2018,309,10.3 ,0.85 
HRPP010002782016,09/12/2016,22/01/2016,2018,322,10.7 ,0.88 
HRPP010002282018,08/04/2019,12/01/2018,2018,451,15.0 ,1.24 
HRPP010044592018,NA,14/08/2018,2018,595,19.8 ,1.63 
HRPP010054422016,29/03/2019,23/12/2016,2018,826,27.5 ,2.26 
HRPP010062562019,NA,20/05/2019,2018,316,10.5 ,0.87 
HRPP010037582018,06/07/2019,16/07/2018,2018,355,11.8 ,0.97 
HRPP010021152016,17/01/2017,10/06/2016,2018,221,7.4 ,0.61 
HRPP010015852018,21/12/2019,20/03/2018,2018,641,21.4 ,1.76 
HRPP010033872017,29/08/2018,19/07/2017,2018,406,13.5 ,1.11 
HRPP010089862019,NA,16/09/2019,2018,197,6.6 ,0.54 
HRPP010010472017,14/08/2018,06/03/2017,2018,526,17.5 ,1.44 
HRPP010033542017,16/11/2018,17/07/2017,2018,487,16.2 ,1.33 
HRPP010011492018,05/07/2018,01/03/2018,2018,126,4.2 ,0.35 
HRPP010003662016,02/05/2016,29/01/2016,2018,94,3.1 ,0.26 
HRPP010054682019,16/10/2019,29/04/2019,2018,170,5.7 ,0.47 
HRPP010041842017,31/01/2019,30/08/2017,2018,519,17.3 ,1.42 
HRPP010030592019,29/04/2019,19/01/2019,2018,100,3.3 ,0.27 
HRPP010032632019,13/12/2019,24/01/2019,2018,323,10.8 ,0.88 
HRPP010083602019,NA,22/08/2019,2018,222,7.4 ,0.61 
HRPP010047342016,21/12/2018,11/11/2016,2018,770,25.7 ,2.11 
HRPP010085632019,NA,30/08/2019,2018,214,7.1 ,0.59 
HRPP010002052017,NA,13/01/2017,2018,1173,39.1 ,3.21 
HRPP010007812020,NA,29/01/2020,2018,62,2.1 ,0.17 
HRPP010067562019,NA,11/06/2019,2018,294,9.8 ,0.81 
HRPP010091722019,12/02/2020,21/09/2019,2018,144,4.8 ,0.39 
HRPP010045772018,NA,20/08/2018,2018,589,19.6 ,1.61 
HRPP010012822017,NA,17/03/2017,2018,1110,37.0 ,3.04 
HRPP010043902017,03/10/2018,11/09/2017,2018,387,12.9 ,1.06 
HRPP010044912016,09/08/2018,26/10/2016,2019,652,21.7 ,1.79 
HRPP010035692017,09/10/2019,28/07/2017,2019,803,26.8 ,2.20 
HRPP010030702017,27/11/2018,04/07/2017,2019,511,17.0 ,1.40 
HRPP010001342016,31/08/2016,11/01/2016,2019,233,7.8 ,0.64 
HRPP010043702019,NA,11/03/2019,2019,386,12.9 ,1.06 
HRPP010023602017,19/12/2017,11/05/2017,2019,222,7.4 ,0.61 
HRPP010102302019,14/01/2020,05/11/2019,2019,70,2.3 ,0.19 
HRPP010106872019,NA,21/11/2019,2019,131,4.4 ,0.36 
HRPP010025402016,17/03/2017,15/07/2016,2019,245,8.2 ,0.67 
HRPP010009552020,NA,04/02/2020,2019,56,1.9 ,0.15 
HRPP010032832017,17/01/2019,13/07/2017,2019,553,18.4 ,1.52 
HRPP010032022018,27/01/2020,02/06/2018,2019,604,20.1 ,1.65 
HRPP010016722016,27/01/2017,09/05/2016,2019,263,8.8 ,0.72 
HRPP010091242019,02/11/2019,19/09/2019,2019,44,1.5 ,0.12 
HRPP010034962016,26/03/2019,01/09/2016,2019,936,31.2 ,2.56 
HRPP010101522019,NA,01/11/2019,2019,151,5.0 ,0.41 
HRPP010037152017,03/02/2020,03/08/2017,2019,914,30.5 ,2.50 
HRPP010016732017,23/02/2018,06/04/2017,2019,323,10.8 ,0.88 
HRPP010018762016,29/08/2017,24/05/2016,2019,462,15.4 ,1.27 
HRPP010078692019,NA,03/08/2019,2019,241,8.0 ,0.66 
HRPP010000492017,24/10/2017,04/01/2017,2019,293,9.8 ,0.80 
HRPP010021132016,16/08/2016,10/06/2016,2019,67,2.2 ,0.18 
HRPP010096442019,NA,10/10/2019,2019,173,5.8 ,0.47 
HRPP010012162020,NA,14/02/2020,2019,46,1.5 ,0.13 
HRPP010081322019,NA,16/08/2019,2019,228,7.6 ,0.62 
HRPP010070572019,NA,04/07/2019,2019,271,9.0 ,0.74 
HRPP010045882015,31/05/2016,06/11/2015,2019,207,6.9 ,0.57 
HRPP010029992017,07/01/2019,03/07/2017,2019,553,18.4 ,1.52 
HRPP010026472016,07/09/2018,20/07/2016,2019,779,26.0 ,2.13 
HRPP010088422019,NA,10/09/2019,2019,203,6.8 ,0.56 
HRPP010041082018,21/11/2019,01/08/2018,2019,477,15.9 ,1.31 
HRPP010079142019,26/11/2019,05/08/2019,2019,113,3.8 ,0.31 
HRPP010105672019,NA,18/11/2019,2019,134,4.5 ,0.37 
HRPP010020522016,15/05/2018,01/06/2016,2019,713,23.8 ,1.95 
HRPP010045712016,04/05/2017,01/11/2016,2019,184,6.1 ,0.50 
HRPP010042392019,03/12/2019,05/03/2019,2019,273,9.1 ,0.75 
HRPP010003452017,NA,21/01/2017,2019,1165,38.8 ,3.19 
HRPP010006992017,15/11/2018,13/02/2017,2019,640,21.3 ,1.75 
HRPP010021542016,06/02/2018,15/06/2016,2019,601,20.0 ,1.65 
HRPP010023372016,19/04/2019,07/10/2016,2019,924,30.8 ,2.53 
HRPP010029302016,01/04/2017,02/08/2016,2019,242,8.1 ,0.66 
HRPP010005212018,NA,30/01/2018,2019,791,26.4 ,2.17 
HRPP010040382017,14/03/2019,23/08/2017,2019,568,18.9 ,1.56 
HRPP010067002019,NA,04/06/2019,2019,301,10.0 ,0.82 
HRPP010017572015,11/12/2015,10/04/2015,2019,245,8.2 ,0.67 
HRPP010010982020,NA,11/02/2020,2019,49,1.6 ,0.13 
HRPP010053152018,NA,21/09/2018,2019,557,18.6 ,1.53 
HRPP010008072020,NA,30/01/2020,2019,61,2.0 ,0.17 
HRPP010066932019,05/02/2020,04/06/2019,2019,246,8.2 ,0.67 
HRPP010113762019,NA,18/12/2019,2019,104,3.5 ,0.28 
HRPP010034682015,19/04/2016,17/08/2015,2019,246,8.2 ,0.67 
HRPP010055832018,NA,04/10/2018,2019,544,18.1 ,1.49 
HRPP010007892020,NA,29/01/2020,2019,62,2.1 ,0.17 
HRPP010049532018,NA,05/09/2018,2019,573,19.1 ,1.57 
HRPP010078652019,NA,03/08/2019,2019,241,8.0 ,0.66 
HRPP010030032017,19/12/2019,03/07/2017,2019,899,30.0 ,2.46 
HRPP010016242016,26/07/2016,03/05/2016,2019,84,2.8 ,0.23 
HRPP010040442017,20/03/2019,23/08/2017,2019,574,19.1 ,1.57 
HRPP010020482016,25/10/2016,01/06/2016,2019,146,4.9 ,0.40 
HRPP010001832018,20/08/2019,10/01/2018,2019,587,19.6 ,1.61 
HRPP010094392019,NA,01/10/2019,2019,182,6.1 ,0.50 
HRPP010029542017,11/01/2019,01/07/2017,2019,559,18.6 ,1.53 
HRPP010026272018,17/09/2019,10/05/2018,2019,495,16.5 ,1.36 
HRPP010042402016,NA,13/10/2016,2019,1265,42.2 ,3.47 
HRPP010029532017,09/07/2019,01/07/2017,2019,738,24.6 ,2.02 
HRPP010009332020,NA,04/02/2020,2019,56,1.9 ,0.15 
HRPP010034692015,15/03/2016,17/08/2015,2019,211,7.0 ,0.58 
HRPP010033082017,15/11/2018,14/07/2017,2019,489,16.3 ,1.34 
HRPP010095572019,NA,05/10/2019,2019,178,5.9 ,0.49 
HRPP010001032020,NA,04/01/2020,2019,87,2.9 ,0.24 
HRPP010038842017,NA,16/08/2017,2019,958,31.9 ,2.62 
HRPP010049662018,NA,06/09/2018,2019,572,19.1 ,1.57 
HRPP010095182019,NA,04/10/2019,2019,179,6.0 ,0.49 
HRPP010032402017,NA,11/07/2017,2019,994,33.1 ,2.72 
HRPP010018932017,04/06/2019,19/04/2017,2019,776,25.9 ,2.13 
HRPP010094462019,NA,01/10/2019,2019,182,6.1 ,0.50 
HRPP010000042016,NA,02/01/2016,2019,1550,51.7 ,4.25 
HRPP010069292019,17/07/2019,01/07/2019,2019,16,0.5 ,0.04 
HRPP010010582019,NA,07/01/2019,2019,449,15.0 ,1.23 
HRRE010004482020,NA,20/01/2020,2019,71,2.4 ,0.19 
HRRE010081022018,NA,12/11/2018,2019,505,16.8 ,1.38 
HRRE010080652018,06/06/2019,06/11/2018,2019,212,7.1 ,0.58 
HRRE010024162016,03/12/2016,09/05/2016,2019,208,6.9 ,0.57 
HRRE010048322015,24/08/2016,01/10/2015,2019,328,10.9 ,0.90 
HRRE010082322018,29/11/2018,19/11/2018,2019,10,0.3 ,0.03 
HRRE010069632018,NA,14/09/2018,2019,564,18.8 ,1.55 
HRRE010061672016,01/05/2017,16/11/2016,2019,166,5.5 ,0.45 
HRRE010044852019,NA,20/04/2019,2019,346,11.5 ,0.95 
HRRE010082312019,NA,01/10/2019,2019,182,6.1 ,0.50 
HRRE010031962016,03/04/2017,01/07/2016,2019,276,9.2 ,0.76 
HRRE010082602018,29/02/2020,19/11/2018,2019,467,15.6 ,1.28 
HRRE010088152019,NA,02/11/2019,2019,150,5.0 ,0.41 
HRRE010035862018,03/10/2018,23/04/2018,2019,163,5.4 ,0.45 
HRRE010007772019,NA,17/01/2019,2019,439,14.6 ,1.20 
HRRE010084762018,26/08/2019,30/11/2018,2019,269,9.0 ,0.74 
HRRE010053912017,18/01/2018,25/09/2017,2019,115,3.8 ,0.32 
HRRE010018742016,17/10/2016,16/04/2016,2019,184,6.1 ,0.50 
HRRE010087812019,NA,01/11/2019,2019,151,5.0 ,0.41 
HRRE010084312019,NA,11/10/2019,2019,172,5.7 ,0.47 
HRRE010083732019,NA,09/10/2019,2019,174,5.8 ,0.48 
HRRE010048292018,11/02/2019,07/07/2018,2019,219,7.3 ,0.60 
HRRE010091962018,12/07/2019,13/12/2018,2019,211,7.0 ,0.58 
HRRE010046562015,17/10/2015,22/09/2015,2019,25,0.8 ,0.07 
HRRE010092412019,NA,26/11/2019,2019,126,4.2 ,0.35 
HRRE010084032019,NA,10/10/2019,2017,173,5.8 ,0.47 
HRRE010017332020,NA,18/02/2020,2017,42,1.4 ,0.12 
HRRE010053092015,17/11/2015,02/11/2015,2018,15,0.5 ,0.04 
HRRE010043212018,23/10/2018,05/06/2018,2018,140,4.7 ,0.38 
HRRE010056712016,03/05/2017,25/10/2016,2017,190,6.3 ,0.52 
HRRE010060092018,04/03/2020,20/08/2018,2018,562,18.7 ,1.54 
HRRE010009182017,18/08/2017,20/02/2017,2018,179,6.0 ,0.49 
HRRE010072972019,NA,03/09/2019,2018,210,7.0 ,0.58 
HRRE010077692019,NA,12/09/2019,2018,201,6.7 ,0.55 
HRRE010020352020,NA,05/03/2020,2018,26,0.9 ,0.07 
HRRE010046662018,21/12/2018,05/07/2018,2018,169,5.6 ,0.46 
HRRE010023532018,13/07/2018,28/03/2018,2018,107,3.6 ,0.29 
HRRE010003422020,NA,15/01/2020,2018,76,2.5 ,0.21 
HRRE010006592017,17/05/2017,02/02/2017,2018,104,3.5 ,0.28 
HRRE010041752018,21/01/2019,29/05/2018,2017,237,7.9 ,0.65 
HRRE010021512019,04/02/2020,01/02/2019,2017,368,12.3 ,1.01 
HRRE010048312018,04/10/2018,07/07/2018,2016,89,3.0 ,0.24 
HRRE010017082020,NA,17/02/2020,2017,43,1.4 ,0.12 
HRRE010068872018,10/07/2019,11/09/2018,2016,302,10.1 ,0.83 
HRRE010029262018,28/09/2018,10/04/2018,2016,171,5.7 ,0.47 
HRRE010089182019,NA,08/11/2019,2017,144,4.8 ,0.39 
HRRE010046682018,04/10/2018,05/07/2018,2017,91,3.0 ,0.25 
HRRE010071442018,12/07/2019,21/09/2018,2017,294,9.8 ,0.81 
HRRE010052652015,10/12/2015,30/10/2015,2017,41,1.4 ,0.11 
HRRE010068002019,NA,08/08/2019,2017,236,7.9 ,0.65 
HRRE010019772020,NA,02/03/2020,2019,29,1.0 ,0.08 
HRRE010018992018,24/04/2018,13/03/2018,2017,42,1.4 ,0.12 
HRRE010085042019,NA,15/10/2019,2019,168,5.6 ,0.46 
HRRE010099262019,09/01/2020,05/12/2019,2017,35,1.2 ,0.10 
HRRE010049682017,21/11/2017,05/09/2017,2018,77,2.6 ,0.21 
HRRE010016322018,07/04/2018,27/02/2018,2016,39,1.3 ,0.11 
HRRE010046272019,NA,25/04/2019,2019,341,11.4 ,0.93 
HRRE010057082016,06/05/2017,26/10/2016,2019,192,6.4 ,0.53 
HRRE010016312018,06/08/2018,27/02/2018,2019,160,5.3 ,0.44 
HRRE010005462019,NA,11/01/2019,2016,445,14.8 ,1.22 
HRRE010087802019,NA,01/11/2019,2016,151,5.0 ,0.41 
HRRE010041562018,21/11/2018,28/05/2018,2016,177,5.9 ,0.48 
HRRE010082782018,NA,20/11/2018,2018,497,16.6 ,1.36 
HRRE010050632019,NA,16/05/2019,2017,320,10.7 ,0.88 
HRRE010021782020,NA,13/03/2020,2019,18,0.6 ,0.05 
HRRE010052242017,05/06/2018,15/09/2017,2019,263,8.8 ,0.72 
HRRE010017012017,12/09/2017,29/03/2017,2016,167,5.6 ,0.46 
HRRE010053022017,29/08/2018,19/09/2017,2016,344,11.5 ,0.94 
HRRE010067602019,07/08/2019,07/08/2019,2019,0,0.0 ,0.00 
HRRE010061672018,13/09/2019,23/08/2018,2019,386,12.9 ,1.06 
