state_name,district_name,est_code,court_name,reg_year,fil_year,decision_year,act_name_std,section_name_std,total_cases
Haryana,Jind,HRJNB0,"Criminal  Courts, Safidon",2017,2017,2017,IPC,328,1
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2015,2015,2016,IPC,323,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2019,POCSO,12,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2017,2017,NA,IPC,341,2
Assam,Baksa,ASBK01,District and Sessions Judge,2019,2019,2019,IPC,341,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2016,2016,NA,IPC,448,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2014,2014,2015,IPC,341,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2016,2016,2016,IPC,109,1
Haryana,Narnaul,HRNR03,"Criminal Courts, Narnaul",2017,2017,2017,IPC,354 A,2
Assam,Cachar,ASCC01,District And Sessions Judge Court,2019,2019,NA,IPC,34 A,6
Haryana,Jind,HRJNA0,"Criminal Courts, Narwana",2019,2019,2019,IPC,354 A,1
Haryana,Fatehabad,HRFT03,"Criminal Courts, Fatehabad",2015,2015,2015,IPC,376,4
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2019,2019,2020,IPC,506,7
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2016,2016,2020,IPC,452,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2015,2015,2016,IPC,511,2
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2019,POCSO,8,16
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2017,2017,2018,POCSO,8,7
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2015,2015,2017,IPC,342,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2020,2020,NA,POCSO,4,2
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2015,2015,2015,IPC,323,1
Assam,Barpeta,ASBR06,Sub-Divisional Judicial Magistrate (M),2018,2018,2018,IPC,420,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2017,2017,2017,IPC,342,37
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2015,IPC,120 B,1
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2016,2016,2016,IPC,363,13
Assam,Baksa,ASBK01,District and Sessions Judge,2018,2018,NA,IPC,354,2
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2014,2014,2014,IPC,341,3
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2019,2019,2019,POCSO,10,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2020,IPC,506,3
Assam,Sivasagar,ASSV01,District and Sessions Judge Establishment,2017,2017,2019,IPC,323,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2019,2019,2019,IPC,294,6
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2018,2018,2019,IPC,323,1
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2019,2019,NA,POCSO,12,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2015,2015,2015,IPC,354,9
Assam,Udalguri,ASUA03,"District And Sessions Court, Udalguri",2016,2016,2017,POCSO,8,3
Assam,Barpeta,ASBR01,District and Sessions Judge,2017,2017,2018,POCSO,12,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2019,2019,2019,IPC,302,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2018,2018,2018,IPC,354D,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,NA,IPC,341,3
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2014,NA,IPC,366,4
Assam,Udalguri,ASUA03,"District And Sessions Court, Udalguri",2019,2019,NA,IPC,448,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2016,2016,2017,POCSO,4,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2014,2014,2015,POCSO,4,11
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2019,2019,2019,IPC,506,5
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2020,2020,NA,IPC,201,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2018,IPC,363,6
Assam,Baksa,ASBK01,District and Sessions Judge,2019,2019,NA,IPC,342,2
Assam,Dhubri,ASDU10,Additional District and Sessions Judge,2020,2020,NA,POCSO,8,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2019,2019,NA,IPC,313,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2017,2017,2019,IPC,354,3
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,2019,IPC,376,13
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2016,2016,2017,IPC,323,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2013,2013,2014,IPC,---,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2017,2017,2019,POCSO,12,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2019,2019,NA,IPC,342,3
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2020,2020,2020,IPC,366 A,3
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2020,2019,NA,IPC,34 A,2
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2016,2016,2017,IPC,376,18
Assam,Lakhimpur,ASLK01,District and Sessions Judge,2016,2016,2017,IPC,448,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2018,IPC,376D,2
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2014,2014,2015,POCSO,8,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2018,2018,NA,IPC,354,2
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2019,2018,NA,IPC,294,1
Assam,Darrang,ASDR01,District and Sessions Judge,2019,2019,2019,IPC,366 A,3
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2016,2016,2017,POCSO,8,2
Assam,Nagaon,ASNG01,District and Sessions Judge,2019,2019,NA,POCSO,12,2
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2015,2015,2015,IPC,506,1
Assam,Dibrugarh,ASDB01,District and Sessions Judge,2015,2015,2015,IPC,342,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2020,IPC,109,1
Haryana,Palwal,HRPL03,"Criminal Courts, Palwal",2019,2019,2019,IPC,450,3
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2016,2016,2016,IPC,452,19
Assam,Dima Hasao,ASDH01,District and Sessions Judge,2018,2018,NA,IPC,376(3),2
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2019,2019,2020,POCSO,4,9
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2017,2017,2019,IPC,376,3
Assam,Cachar,ASCC08,SDJM Court Lakhipur,2016,2016,2018,IPC,366 A,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2020,2020,NA,IPC,377,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2014,2020,IPC,354 A,2
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2020,POCSO,6,4
Assam,Dima Hasao,ASDH01,District and Sessions Judge,2019,2019,NA,IPC,354 A,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2017,2017,2018,IPC,354 A,4
Assam,Hailakandi,ASHI03,Chief Judicial Magistrate,2017,2017,2019,IPC,366,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,2020,POCSO,4,12
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2019,2019,2019,IPC,376,27
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2016,2016,2017,IPC,366 A,2
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2016,2016,2017,IPC,201,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2020,IPC,376,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,NA,IPC,109,4
Haryana,Panchkula,HRPK03,"Criminal Courts, Panchkula",2017,2017,2017,IPC,363,2
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2018,2018,NA,POCSO,4,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2016,2016,2016,IPC,342,4
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,2020,IPC,302,1
Haryana,Jind,HRJNA0,"Criminal Courts, Narwana",2016,2016,2016,IPC,363,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2018,IPC,451,5
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2018,2018,2020,POCSO,8,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2018,2018,2018,IPC,376,7
Assam,Dhubri,ASDU01,District and Sessions Judge,2018,2018,2020,IPC,511,1
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2017,2017,2017,IPC,323,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2017,2017,2018,IPC,376D,6
Assam,Tinsukia,ASTN04,Chief Judicial Magistrate,2017,2017,2017,IPC,354,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2018,2018,NA,IPC,376,2
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2017,IPC,120 B,9
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2017,2017,NA,POCSO,12,24
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,2017,POCSO,12,67
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2016,2016,2018,IPC,342,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2015,2015,2016,IPC,450,1
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2017,2017,NA,IPC,452,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2014,2014,2016,IPC,346,1
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2017,2017,2018,IPC,376,8
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2013,2019,IPC,342,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2016,2019,IPC,354D,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,2019,IPC,342,1
Assam,Nagaon,ASNG01,District and Sessions Judge,2019,2019,2019,IPC,366,1
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2016,2016,2017,IPC,323,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2019,2019,2019,IPC,354D,5
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2015,NA,IPC,366,10
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2019,2019,NA,POCSO,8,3
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2017,2017,2018,IPC,451,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2018,2018,2018,IPC,325,2
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2015,NA,IPC,313,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2017,2017,2017,IPC,370,2
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2018,2018,2018,IPC,366 A,13
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2016,2016,2017,POCSO,4,2
Assam,Dima Hasao,ASDH01,District and Sessions Judge,2020,2020,2020,POCSO,8,1
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2017,2017,2017,IPC,120 B,5
Assam,Tinsukia,ASTN01,District and Sessions Judge,2017,2017,2017,IPC,363,2
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2019,2019,2019,IPC,511,11
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2014,2019,IPC,354 A,3
Assam,Barpeta,ASBR01,District and Sessions Judge,2016,2016,2016,IPC,366 A,9
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2019,2019,NA,POCSO,12,2
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2020,2020,NA,IPC,34 A,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2017,2017,2017,IPC,420,3
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2017,2017,2017,IPC,511,5
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2017,2017,NA,IPC,354 A,9
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2016,2016,2017,POCSO,10,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2018,2018,2019,POCSO,8,12
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2016,2016,2019,POCSO,6,1
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2017,2017,2018,IPC,366 A,6
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2019,2019,2019,IPC,377,2
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2020,2020,2020,IPC,109,3
Assam,Nagaon,ASNG01,District and Sessions Judge,2018,2018,NA,IPC,366 A,5
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2018,2018,2018,IPC,363,21
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2018,2018,2019,IPC,201,4
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2018,2018,2018,IPC,366 A,21
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2019,2019,2019,IPC,323,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2017,2017,2017,IPC,342,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,2019,IPC,34 A,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2019,2019,NA,IPC,452,8
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,2018,POCSO,4,155
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2016,2016,NA,IPC,452,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2015,2020,IPC,377,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2018,IPC,346,5
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2018,2018,2020,IPC,451,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2020,2020,2020,IPC,342,2
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,2020,IPC,34 A,1
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2015,2015,2015,POCSO,6,12
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2018,2018,2018,POCSO,6,20
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2019,2019,2020,POCSO,4,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2015,2015,2015,IPC,354,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2015,POCSO,10,5
Assam,Barpeta,ASBR01,District and Sessions Judge,2016,2016,2018,IPC,366 A,2
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2019,2019,2019,IPC,341,15
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2013,2019,POCSO,4,1
Assam,Darrang,ASDR04,Chief Judicial Magistrate,2019,2019,NA,IPC,294,1
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2018,2018,2019,IPC,451,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2020,IPC,354 A,2
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2019,2019,2020,IPC,452,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2016,2016,2017,IPC,328,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2018,2018,2019,IPC,342,3
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2019,NA,IPC,363,65
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2015,2015,2015,IPC,342,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2019,2019,2019,IPC,506,8
Haryana,Panchkula,HRPK03,"Criminal Courts, Panchkula",2018,2018,2018,IPC,376,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2014,NA,POCSO,10,2
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2019,2019,NA,IPC,354 A,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2020,2020,NA,IPC,354 A,2
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2019,2019,2019,IPC,344,2
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2019,2019,NA,POCSO,17,3
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2017,2017,NA,IPC,365,1
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2020,2020,2020,IPC,376,3
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2017,2017,NA,POCSO,---,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2016,2016,2016,POCSO,8,8
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2019,2019,NA,POCSO,12,6
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2014,2015,NA,POCSO,6,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2013,2019,IPC,506,3
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2019,2019,NA,IPC,328,3
Assam,Barpeta,ASBR01,District and Sessions Judge,2020,2020,NA,IPC,34 A,4
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2018,2018,NA,IPC,451,2
Haryana,Palwal,HRPL03,"Criminal Courts, Palwal",2020,2020,2020,IPC,366 A,2
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2014,2017,IPC,354B,1
Assam,Tinsukia,ASTN09,SDJM,2020,2020,NA,IPC,511,1
Assam,Cachar,ASCC01,District And Sessions Judge Court,2019,2019,2019,POCSO,6,2
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2016,2016,2017,POCSO,4,3
Assam,Dhemaji,AS2201,District and Sessions Judge,2018,2018,2019,IPC,342,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2014,2020,POCSO,4,1
Assam,Jorhat,ASJR01,District and Sessions Judge,2019,2019,2020,IPC,366,1
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2018,2018,2018,IPC,354B,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2016,NA,POCSO,4,15
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2018,2018,2020,POCSO,10,3
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2018,2018,2018,IPC,328,2
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2017,2017,2018,IPC,376,1
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2019,2019,2019,IPC,506,19
Assam,Karimganj,ASKJ01,District and Sessions Judge Court Karimganj,2018,2018,2019,IPC,376,1
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2019,2018,NA,POCSO,12,1
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2020,2020,2020,POCSO,4,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2018,2018,NA,IPC,34 A,4
Assam,Kamrup,ASKR01,District and Sessions Judge,2016,2016,2016,POCSO,8,2
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2019,2019,2019,IPC,342,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2014,2019,IPC,506,2
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2019,2019,NA,IPC,342,1
Assam,Udalguri,ASUA03,"District And Sessions Court, Udalguri",2017,2017,NA,POCSO,8,1
Assam,Lakhimpur,ASLK01,District and Sessions Judge,2015,2015,2015,IPC,448,2
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2016,NA,IPC,---,4
Assam,Karimganj,ASKJ01,District and Sessions Judge Court Karimganj,2017,2017,2019,IPC,376,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2014,2014,2015,IPC,34 A,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2016,2016,2017,IPC,323,3
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2019,2019,NA,IPC,323,3
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2015,2015,2016,IPC,365,1
Haryana,Fatehabad,HRFT01,"District  and Sessions Courts, Fatehabad",2018,2018,2020,IPC,366 A,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2020,2019,NA,IPC,376,3
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2015,2015,2016,IPC,363,9
Haryana,Panchkula,HRPK03,"Criminal Courts, Panchkula",2016,2016,2018,IPC,366,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2016,NA,IPC,420,1
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2018,2018,2018,POCSO,6,4
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,2018,IPC,451,10
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2015,NA,POCSO,12,5
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2014,NA,IPC,377,3
Assam,Tinsukia,ASTN08,Addl. District and Sessions Judge,2018,2018,NA,POCSO,4,8
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2019,2019,2020,IPC,354 A,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2018,2018,2020,IPC,376,1
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2015,2015,2015,IPC,366 A,3
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2019,2019,NA,POCSO,4,18
Assam,Dhemaji,AS2201,District and Sessions Judge,2016,0   ,2017,IPC,354 A,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2019,2019,2019,IPC,323,1
Assam,Nalbari,ASNL01,District and Sessions Judge,2016,2016,2019,IPC,448,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2018,2018,NA,POCSO,6,17
Haryana,Yamunanagar,HRYN01,"District and Sessions Courts, Yamunanagar",2015,2015,2017,IPC,363,8
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2020,2020,NA,IPC,377,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2019,2019,NA,POCSO,8,40
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2019,2019,NA,IPC,34 A,30
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2019,2016,2020,POCSO,10,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2015,0   ,2017,POCSO,4,1
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2018,2018,2019,IPC,506,1
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2016,2016,2019,IPC,354D,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2019,2019,2019,IPC,323,7
Assam,Bongaigaon,ASBN06,Additional District and Sessions Judge,2015,2015,2018,POCSO,4,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2016,2016,2017,IPC,354,3
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2016,2016,2017,IPC,511,2
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2019,2019,NA,IPC,328,3
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2017,2017,2019,POCSO,10,1
Haryana,Yamunanagar,HRYN01,"District and Sessions Courts, Yamunanagar",2020,2020,2020,POCSO,8,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2017,IPC,302,2
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2015,NA,IPC,509,7
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2018,2018,NA,IPC,323,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2015,NA,IPC,377,4
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2017,2017,2018,IPC,341,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2016,2016,NA,IPC,363,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,2018,IPC,376,9
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2017,2017,2019,IPC,506IPC,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2016,2016,2019,POCSO,12,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2018,2018,NA,IPC,452,3
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2017,2017,2017,POCSO,10,10
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2020,2020,NA,POCSO,12,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2015,2018,IPC,509,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2018,2018,2019,POCSO,12,1
Assam,Chirang,ASCH01,District And Session Judge Establishment,2016,2016,NA,POCSO,4,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2016,2016,2017,IPC,506,2
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2020,2020,2020,IPC,506,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2015,2015,2016,IPC,366 A,5
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2018,2018,2018,POCSO,10,6
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2016,2016,2016,POCSO,18,1
Haryana,Faridabad,HRFB03,"Criminal Courts, Faridabad",2019,2019,2019,IPC,452,4
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2019,2019,2019,IPC,506,21
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2016,2016,NA,POCSO,6,15
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2019,2019,NA,POCSO,8,6
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2018,2018,2019,IPC,34 A,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2017,2017,2018,IPC,354 A,3
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2020,2020,NA,IPC,506,8
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2016,2016,2017,POCSO,10,2
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2015,NA,IPC,376,10
Haryana,Jhajjar,HRJRA1,"Criminal Courts, Bahadurgarh",2016,2016,2016,IPC,366 A,2
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2015,2015,2016,IPC,342,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2016,2017,POCSO,12,3
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2015,2015,2017,IPC,452,1
