state_name,district_name,est_code,court_name,reg_year,fil_year,decision_year,act_name_std,section_name_std,total_cases
Assam,Barpeta,ASBR01,District and Sessions Judge,2019,2019,2019,IPC,511,3
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2016,2015,NA,IPC,506,7
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2017,2017,NA,IPC,376,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2014,2014,2015,IPC,376D,1
Haryana,Jhajjar,HRJR03,"Criminal Courts, Jhajjar",2018,2018,2018,IPC,376,2
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2016,2019,POCSO,8,1
Assam,Nalbari,ASNL01,District and Sessions Judge,2017,2017,2019,IPC,366,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2019,IPC,354,3
Assam,Darrang,ASDR01,District and Sessions Judge,2018,2018,2020,IPC,354,1
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2019,2019,NA,POCSO,8,2
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2016,2016,2016,IPC,448,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2018,2018,NA,IPC,509,19
Haryana,Kaithal,HRKH03,"Criminal Courts, Kaithal",2016,2016,2016,IPC,365,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2015,2015,2016,IPC,323,1
Assam,Nagaon,ASNG01,District and Sessions Judge,2019,2019,NA,IPC,343,1
Assam,Karbi Anglong,ASKA01,District and Sessions Judge,2016,2016,2019,POCSO,4,3
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2017,2017,2018,IPC,366 A,6
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,NA,IPC,120 B,5
Assam,Cachar,ASCC01,District And Sessions Judge Court,2017,2017,2017,IPC,342,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2018,2018,2018,POCSO,4,7
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2018,2019,IPC,354,8
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2014,2014,2017,IPC,376,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2020,2020,NA,IPC,450,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2018,POCSO,4,4
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2016,2016,2018,IPC,363,4
Haryana,Sonepat,HRSOB1,"Criminal Courts, Gohana",2019,2019,2019,IPC,452,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2016,2015,2016,IPC,451,1
Assam,Chirang,ASCH01,District And Session Judge Establishment,2019,2019,NA,IPC,511,2
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2015,NA,IPC,328,3
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2017,IPC,377,2
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,2019,IPC,328,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2020,2020,NA,IPC,201,2
Assam,Dhemaji,AS2201,District and Sessions Judge,2018,2018,NA,IPC,506,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,NA,IPC,120 B,2
Assam,Sonitpur,ASSN07,Addl District and Sessions Judge,2019,2019,2019,IPC,365,3
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,NA,IPC,323,24
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2016,2015,2019,POCSO,4,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2016,NA,IPC,365,1
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2018,2018,2020,IPC,363,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2015,2018,IPC,354B,1
Assam,Sonitpur,ASSN01,District and Sessions Judge Sonitpur Tezpur,2017,2017,2019,IPC,354,1
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2018,2018,2018,IPC,323,2
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2014,2014,NA,POCSO,4,1
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2018,2018,2018,IPC,343,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2017,2017,2019,IPC,34 A,2
Haryana,Rewari,HRRE03,"Criminal Courts, Rewari",2019,2019,NA,POCSO,8,1
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2018,2018,2019,IPC,366 A,8
Assam,Kamrup,ASKR01,District and Sessions Judge,2019,2019,2019,IPC,366 A,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2015,2020,IPC,366,1
Assam,Barpeta,ASBR06,Sub-Divisional Judicial Magistrate (M),2018,2018,2018,IPC,366 A,1
Assam,Sonitpur,ASSN07,Addl District and Sessions Judge,2014,0   ,NA,IPC,201,1
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2018,2018,2018,IPC,343,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2016,2016,2019,IPC,346,1
Haryana,Jind,HRJN03,"Criminal Courts, Jind",2018,2018,2018,IPC,450,1
Assam,Karbi Anglong,ASKA01,District and Sessions Judge,2020,2020,NA,IPC,376,2
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2018,2018,2020,POCSO,8,3
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2017,2017,2017,IPC,363,28
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2019,2019,2019,IPC,452,1
Assam,Goalpara,ASGA01,District and Sessions Judge,2018,2018,2019,IPC,376,2
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2020,2019,NA,IPC,376,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2016,2020,POCSO,6,2
Assam,Nalbari,ASNL01,District and Sessions Judge,2020,2020,2020,IPC,342,1
Assam,Sonitpur,ASSN07,Addl District and Sessions Judge,2016,2016,2018,IPC,366 A,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2018,2018,2018,IPC,365,1
Haryana,Jind,HRJNA0,"Criminal Courts, Narwana",2018,2018,2018,POCSO,4,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2014,2018,IPC,506,1
Assam,Lakhimpur,ASLK01,District and Sessions Judge,2018,2018,2018,IPC,366,1
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2018,2018,2019,IPC,366 A,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2018,2018,2018,IPC,366 A,13
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2017,2017,2018,IPC,341,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2016,2016,2019,IPC,363,2
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2019,2019,2019,IPC,363,17
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2019,2019,2019,IPC,452,14
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2018,2018,NA,IPC,342,5
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2019,POCSO,4,13
Assam,Dima Hasao,ASDH01,District and Sessions Judge,2016,2016,NA,IPC,376,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2017,2017,NA,IPC,376,23
Assam,Jorhat,ASJR01,District and Sessions Judge,2018,2018,NA,IPC,506,1
Assam,Goalpara,ASGA01,District and Sessions Judge,2019,2019,2020,IPC,323,1
Assam,Chirang,ASCH01,District And Session Judge Establishment,2019,2019,2019,IPC,376,2
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2018,2018,2020,POCSO,6,2
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2018,2018,2020,IPC,377,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2018,2018,NA,IPC,366 A,5
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2018,2018,2019,POCSO,4,2
Assam,Sivasagar,ASSV01,District and Sessions Judge Establishment,2016,2016,2018,IPC,354 A,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2015,NA,IPC,354,9
Assam,Dhubri,ASDU10,Additional District and Sessions Judge,2017,2017,2019,IPC,448,1
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2019,2019,2019,IPC,120 B,12
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2016,2016,NA,IPC,323,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2020,2020,2020,POCSO,6,14
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2020,2020,NA,IPC,452,3
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2014,2019,IPC,323,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2017,2017,2017,IPC,354D,1
Delhi,East,DLET01,"District and Sessions Judge, East, KKD",2016,2014,NA,IPC,366 A,1
Assam,Cachar,ASCC01,District And Sessions Judge Court,2018,2018,2020,IPC,342,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2013,NA,IPC,376,3
Haryana,Jind,HRJNA0,"Criminal Courts, Narwana",2016,2016,2016,IPC,365,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2017,2017,2017,IPC,506,25
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2017,NA,IPC,34 A,1
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2016,NA,IPC,342,5
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2020,2020,2020,POCSO,6,6
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2014,NA,IPC,366,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2014,2014,2014,IPC,506,14
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2016,2019,IPC,354B,5
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2015,NA,IPC,---,64
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2019,2018,NA,IPC,377,2
Haryana,Rohtak,HRRH03,Criminal Courts Rohtak,2020,2020,NA,IPC,376,1
Haryana,Panipat,HRPP03,"Criminal Courts, Panipat",2015,2015,2015,IPC,294,2
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2015,NA,IPC,342,4
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2020,2020,2020,IPC,365,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2016,2016,2018,IPC,365,3
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2016,2017,IPC,354D,4
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2015,NA,POCSO,12,9
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2020,2020,NA,IPC,120 B,2
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2018,2018,2019,IPC,323,2
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2018,IPC,366 A,6
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2018,2018,NA,IPC,448,3
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2019,2019,2019,IPC,354,9
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2019,2019,2020,POCSO,12,6
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2018,2017,NA,POCSO,8,1
Assam,Dhubri,ASDU01,District and Sessions Judge,2018,2018,NA,POCSO,8,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2018,2018,2020,IPC,506,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2018,2018,NA,IPC,376,3
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2019,2019,2019,IPC,376,38
Haryana,Fatehabad,HRFT03,"Criminal Courts, Fatehabad",2015,2015,2017,POCSO,4,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2018,2018,NA,IPC,344,1
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2017,2017,2020,IPC,377,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2017,2017,2017,POCSO,8,4
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2016,2016,NA,IPC,354D,8
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2019,2019,NA,IPC,346,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2020,2020,NA,IPC,509,1
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2018,2018,NA,IPC,354D,1
Haryana,Palwal,HRPL03,"Criminal Courts, Palwal",2019,2019,2019,POCSO,4,26
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2018,2018,2018,POCSO,10,9
Haryana,Sirsa,HRSI03,"Criminal Courts, Sirsa",2014,2014,2014,POCSO,4,6
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2020,2020,NA,IPC,343,1
Assam,Sonitpur,ASSN01,District and Sessions Judge Sonitpur Tezpur,2014,2014,2016,IPC,509,1
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2017,2017,NA,POCSO,4,11
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2017,2017,2018,IPC,363,8
Assam,Tinsukia,ASTN01,District and Sessions Judge,2017,2017,2018,IPC,366,1
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2019,2019,2019,IPC,354 A,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2015,2015,2016,IPC,365,3
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2014,2019,POCSO,8,3
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2016,2016,NA,IPC,109,1
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2019,2019,2020,POCSO,4,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2015,2015,2015,POCSO,4,41
Haryana,Sirsa,HRSIA1,"Criminal Courts, Dabwali",2019,2019,2020,POCSO,12,1
Assam,Cachar,ASCC01,District And Sessions Judge Court,2020,2017,NA,IPC,377,1
Haryana,Panipat,HRPP01,"District and Sessions Courts, Panipat",2015,2015,2016,IPC,506,2
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2019,2019,2020,IPC,376,4
Assam,Bongaigaon,ASBN06,Additional District and Sessions Judge,2016,2016,2017,IPC,448,1
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2017,2017,2017,POCSO,12,1
Delhi,New Delhi,DLND01,"District and Sessions Judge, New Delhi, PHC",2018,2017,NA,IPC,506,3
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2019,2019,NA,IPC,354 A,11
Haryana,Bhiwani,HRBH01,"DISTRICT AND SESSIONS COURTS, BHIWANI",2018,2018,NA,IPC,376D,1
Haryana,Sirsa,HRSIB1,"Criminal Courts, Ellenabad",2019,2019,2019,IPC,376,6
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2016,2018,POCSO,4,2
Haryana,Palwal,HRPL01,"District and Sessions Courts, Palwal",2019,2019,NA,IPC,363,42
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2019,2019,NA,IPC,109,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,2017,IPC,354 A,1
Haryana,Sonepat,HRSO01,"District and Sessions Courts, Sonipat",2018,2018,2019,POCSO,12,5
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2019,2019,NA,IPC,325,1
Haryana,Ambala,HRAM01,"District and Sessions Court, Ambala",2020,2020,NA,POCSO,8,4
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2016,2014,2019,IPC,---,38
Assam,Kamrup,ASKR01,District and Sessions Judge,2017,2017,2019,IPC,341,1
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2019,2019,2019,IPC,376,2
Haryana,Sonepat,HRSO03,"Criminal Courts, Sonipat",2019,2019,2019,IPC,120 B,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2019,2019,NA,IPC,294,1
Haryana,Hisar,HRHS01,"District and Sessions Courts, Hisar",2019,2019,2020,IPC,366 A,8
Assam,Jorhat,ASJR01,District and Sessions Judge,2018,2018,2018,IPC,354 A,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2014,2019,IPC,506,5
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2016,2016,2016,IPC,354B,4
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2018,2018,2019,IPC,34 A,1
Assam,Kamrup,ASKR06,Additional District and Sessions Judge Rangia,2019,2019,2019,IPC,448,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2019,2019,NA,IPC,354 A,2
Assam,Tinsukia,ASTN01,District and Sessions Judge,2017,2017,2017,IPC,376(2)(i),1
Assam,Kamrup,ASKR01,District and Sessions Judge,2019,2019,2019,IPC,344,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2019,2019,NA,IPC,376,7
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2018,IPC,376D,1
Haryana,Rewari,HRRE01,"District and Sessions Courts, Rewari",2016,2016,2016,IPC,363,5
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2015,2015,2019,IPC,323,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2018,2018,2019,IPC,342,1
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2017,2017,2018,IPC,354D,1
Assam,Sonitpur,ASSN07,Addl District and Sessions Judge,2018,2018,2018,IPC,366,1
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2019,2019,NA,IPC,34 A,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2018,2018,NA,IPC,506,80
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2016,2016,NA,POCSO,4,3
Delhi,North East,DLNE01,"District and Sessions Judge, North-East, KKD",2019,2019,NA,IPC,365,3
Assam,Barpeta,ASBR01,District and Sessions Judge,2018,2018,NA,POCSO,8,5
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2018,2018,NA,POCSO,4,32
Haryana,Panchkula,HRPK03,"Criminal Courts, Panchkula",2019,2019,NA,IPC,323,2
Assam,Tinsukia,ASTN01,District and Sessions Judge,2020,2020,NA,IPC,420,3
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2018,2018,NA,POCSO,12,6
Assam,Nalbari,ASNL01,District and Sessions Judge,2017,2017,NA,IPC,448,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2019,IPC,363,11
Haryana,Jind,HRJN01,"District and Sessions Courts, Jind",2016,2016,2016,IPC,452,6
Haryana,Sonepat,HRSOB1,"Criminal Courts, Gohana",2014,2014,2014,POCSO,4,2
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2018,2018,2018,IPC,354D,2
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2016,2015,NA,POCSO,8,12
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2020,2020,NA,IPC,341,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2014,2014,2015,IPC,376(2),2
Haryana,Rohtak,HRRH01,District and Sessions Court Rohtak,2019,2019,NA,IPC,366,3
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,2017,POCSO,8,50
Haryana,Fatehabad,HRFT03,"Criminal Courts, Fatehabad",2019,2019,2020,POCSO,6,2
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2017,2017,NA,IPC,354B,6
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2019,2019,NA,IPC,302,1
Assam,Kamrup,ASKR01,District and Sessions Judge,2018,2018,NA,IPC,506,1
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2017,2017,NA,POCSO,6,54
Haryana,Hisar,HRHS03,"Criminal Courts, Hisar",2019,2019,2019,IPC,377,8
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2018,2018,2018,IPC,509,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2018,2018,NA,IPC,34 A,2
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2017,POCSO,8,16
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2019,2019,2020,IPC,377,3
Assam,Dhubri,ASDU10,Additional District and Sessions Judge,2017,2017,2019,POCSO,8,1
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2015,2015,2016,IPC,377,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2017,2017,2019,IPC,377,1
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2016,2020,IPC,354,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2019,2019,2019,IPC,341,21
Haryana,Kaithal,HRKH01,"District and Sessions Courts, Kaithal",2019,2019,2019,IPC,313,1
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2020,IPC,452,2
Haryana,Sonepat,HRSOB1,"Criminal Courts, Gohana",2015,2015,2015,IPC,376D,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2015,2015,2017,POCSO,8,2
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2017,2017,2018,IPC,363,6
Delhi,South West,DLSW01,"District and Sessions Judge, South-West, DWK",2018,2018,2019,POCSO,12,11
Assam,Karbi Anglong,ASKA01,District and Sessions Judge,2015,2015,NA,IPC,376,1
Delhi,North West,DLNW01,"District and Sessions Judge, North-West, RHC",2016,2016,2016,IPC,377,1
Assam,Baksa,ASBK01,District and Sessions Judge,2020,2020,2020,IPC,376,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2017,2017,2017,IPC,365,1
Assam,Bongaigaon,ASBN07,Sub-Divisional Judicial Magistrate,2018,2018,2018,POCSO,4,1
Assam,Golaghat,ASGL01,GLT_DJ_ESTT,2016,2016,2017,POCSO,4,10
Haryana,Jhajjar,HRJR01,"District and Sessions Courts, Jhajjar",2018,2018,2019,IPC,120 B,4
Delhi,West,DLWT01,"District and Sessions Judge, West, THC",2020,2020,NA,POCSO,12,6
Assam,Chirang,ASCH01,District And Session Judge Establishment,2018,2018,2020,POCSO,6,1
Haryana,Ambala,HRAM03,"Criminal Courts, Ambala",2016,2016,2017,IPC,366 A,2
Delhi,South,DLST01,"District and Sessions Judge, South, Saket",2018,2018,2020,POCSO,10,1
Assam,Barpeta,ASBR01,District and Sessions Judge,2016,2016,2016,IPC,34 A,7
Haryana,Kurukshetra,HRKU01,"District  and Sessions Courts, Kurukshetra",2017,2017,2017,IPC,366 A,12
Haryana,Panchkula,HRPK01,"DISTRICT AND  SESSIONS COURTS, PANCHKULA",2016,2016,2018,IPC,366 A,1
Haryana,Gurugram,HRGR03,"Criminal Courts, Gurugram",2015,2015,2015,IPC,506,3
Delhi,Shahdara,DLSH01,"District and Sessions Judge, Shahdara, KKD",2019,2019,NA,IPC,370,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2016,2014,NA,IPC,34 A,3
Assam,Chirang,ASCH01,District And Session Judge Establishment,2019,2019,2020,IPC,341,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2018,2018,2018,POCSO,10,8
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2016,NA,POCSO,12,11
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2019,2019,NA,IPC,420,2
Delhi,Central,DLCT01,"District and Sessions Judge, Central, THC",2016,2015,2020,IPC,506,1
Assam,Chirang,ASCH02,Chief Judicial Magistrate Establishment,2015,2015,2019,POCSO,8,1
Delhi,North,DLNT01,"District and Sessions Judge, North, RHC",2017,2017,2018,IPC,328,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2017,IPC,366,8
Haryana,Faridabad,HRFB01,"District and Sessions Courts, Faridabad",2016,2016,2016,POCSO,6,44
Assam,Barpeta,ASBR01,District and Sessions Judge,2020,2020,2020,IPC,420,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2020,2020,2020,IPC,506,1
Haryana,Sirsa,HRSI01,"District and Sessions Courts, Sirsa",2016,2016,2019,IPC,34 A,1
Assam,Lakhimpur,ASLK01,District and Sessions Judge,2017,2017,2018,IPC,341,1
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2015,2015,2015,IPC,376,6
Assam,Kamrup Metro,ASKM01,Dist Judge and Addl Dist Judges,2017,2017,2017,IPC,376,9
Assam,Barpeta,ASBR01,District and Sessions Judge,2016,2016,2016,IPC,313,1
Assam,Kokrajhar,ASKK01,District and Sessions Judge,2018,2018,NA,IPC,511,1
Haryana,Gurugram,HRGR01,"District and Sessions Courts, Gurugram",2017,2017,2017,IPC,365,5
Delhi,South East,DLSE01,"District and Sessions Judge, South-East, Saket",2016,2016,2016,IPC,377,3
